user,artist,plays
00277ccecc376837e57b6d6b58330d1bafc90c73,jack johnson,818
00277ccecc376837e57b6d6b58330d1bafc90c73,paul mccartney,1006
00277ccecc376837e57b6d6b58330d1bafc90c73,johnnie johnson band,852
00277ccecc376837e57b6d6b58330d1bafc90c73,oasis,864
00277ccecc376837e57b6d6b58330d1bafc90c73,u2,886
00277ccecc376837e57b6d6b58330d1bafc90c73,the who,759
00277ccecc376837e57b6d6b58330d1bafc90c73,ringo starr,844
00277ccecc376837e57b6d6b58330d1bafc90c73,rancid,742
00277ccecc376837e57b6d6b58330d1bafc90c73,screaming trees,1034
00277ccecc376837e57b6d6b58330d1bafc90c73,jefferson airplane,620
00277ccecc376837e57b6d6b58330d1bafc90c73,audioslave,608
00277ccecc376837e57b6d6b58330d1bafc90c73,nando reis e os infernais,603
00277ccecc376837e57b6d6b58330d1bafc90c73,sonic youth,583
00277ccecc376837e57b6d6b58330d1bafc90c73,nickelback,571
00277ccecc376837e57b6d6b58330d1bafc90c73,the clash,568
00277ccecc376837e57b6d6b58330d1bafc90c73,chuck berry,567
00277ccecc376837e57b6d6b58330d1bafc90c73,zeca baleiro,562
00277ccecc376837e57b6d6b58330d1bafc90c73,b.b. king,531
00277ccecc376837e57b6d6b58330d1bafc90c73,blink-182,522
00277ccecc376837e57b6d6b58330d1bafc90c73,red hot chili peppers,665
00277ccecc376837e57b6d6b58330d1bafc90c73,robert plant and the strange sensation,1055
00277ccecc376837e57b6d6b58330d1bafc90c73,nirvana,529
00277ccecc376837e57b6d6b58330d1bafc90c73,goo goo dolls,1152
00277ccecc376837e57b6d6b58330d1bafc90c73,ac/dc,17087
00277ccecc376837e57b6d6b58330d1bafc90c73,john mayer,1124
00277ccecc376837e57b6d6b58330d1bafc90c73,led zeppelin,9083
00277ccecc376837e57b6d6b58330d1bafc90c73,the beatles,6106
00277ccecc376837e57b6d6b58330d1bafc90c73,the rolling stones,3338
00277ccecc376837e57b6d6b58330d1bafc90c73,brett dennen,2314
00277ccecc376837e57b6d6b58330d1bafc90c73,george harrison,2153
00277ccecc376837e57b6d6b58330d1bafc90c73,creedence clearwater revival,2065
00277ccecc376837e57b6d6b58330d1bafc90c73,rory gallagher,2054
00277ccecc376837e57b6d6b58330d1bafc90c73,lynyrd skynyrd,2010
00277ccecc376837e57b6d6b58330d1bafc90c73,eric clapton,1853
00277ccecc376837e57b6d6b58330d1bafc90c73,ramones,7697
00277ccecc376837e57b6d6b58330d1bafc90c73,coldplay,1729
00277ccecc376837e57b6d6b58330d1bafc90c73,foo fighters,1753
00277ccecc376837e57b6d6b58330d1bafc90c73,sex pistols,1199
00277ccecc376837e57b6d6b58330d1bafc90c73,kiss,1309
00277ccecc376837e57b6d6b58330d1bafc90c73,matt wertz,1329
00277ccecc376837e57b6d6b58330d1bafc90c73,kt tunstall,1234
00277ccecc376837e57b6d6b58330d1bafc90c73,3 doors down,1503
00277ccecc376837e57b6d6b58330d1bafc90c73,joan baez,1522
00277ccecc376837e57b6d6b58330d1bafc90c73,stevie ray vaughan and double trouble,1586
00277ccecc376837e57b6d6b58330d1bafc90c73,the smashing pumpkins,1628
00277ccecc376837e57b6d6b58330d1bafc90c73,deep purple,1334
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,illdisposed,20
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,negligent collateral collapse,18
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,cattle decapitation,19
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,g.o.r.e.,19
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,haemorrhage,19
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,morgion,19
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,agnostic front,18
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,nightwish,18
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,antigama,16
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,carcass,17
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,cephalic carnage,17
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,morčata na útěku,17
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,cock and ball torture,16
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,jig-ai,16
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,torture killer,16
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,elektrick mann,20
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,agony,17
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,death,21
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,mincing fury and guttural clamour of queer decay,23
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,leng tche,34
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,nasum,109
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,ahumado granujo,63
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,nunslaughter,56
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,fatality,33
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,sto zvířat,33
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,from beyond,32
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,slipknot,22
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,korpiklaani,28
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,malignant tumour,29
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,cad,25
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,spasm,25
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,amon amarth,24
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,benediction,24
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,eluveitie,24
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,avulsed,23
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,dying fetus,23
0027a5558842ddc1dfe21b7dcaafcdec6c4c4e05,agathocles,26
0027b8357561f59647b1df337bd4138f7257215f,incubus,20
0027b8357561f59647b1df337bd4138f7257215f,boys like girls,20
0027b8357561f59647b1df337bd4138f7257215f,paramore,21
0027b8357561f59647b1df337bd4138f7257215f,jason mraz,21
0027b8357561f59647b1df337bd4138f7257215f,hope,22
0027b8357561f59647b1df337bd4138f7257215f,[unknown],22
0027b8357561f59647b1df337bd4138f7257215f,nirvana,22
0027b8357561f59647b1df337bd4138f7257215f,john mayer,22
0027b8357561f59647b1df337bd4138f7257215f,saosin,20
0027b8357561f59647b1df337bd4138f7257215f,iron maiden,21
0027b8357561f59647b1df337bd4138f7257215f,the cardigans,20
0027b8357561f59647b1df337bd4138f7257215f,moneybrother,13
0027b8357561f59647b1df337bd4138f7257215f,the clash,19
0027b8357561f59647b1df337bd4138f7257215f,jedi mind tricks,18
0027b8357561f59647b1df337bd4138f7257215f,r.e.m.,18
0027b8357561f59647b1df337bd4138f7257215f,dropkick murphys,17
0027b8357561f59647b1df337bd4138f7257215f,ultima thule,17
0027b8357561f59647b1df337bd4138f7257215f,joddla med siv,16
0027b8357561f59647b1df337bd4138f7257215f,enya,15
0027b8357561f59647b1df337bd4138f7257215f,promoe,13
0027b8357561f59647b1df337bd4138f7257215f,rainbow,13
0027b8357561f59647b1df337bd4138f7257215f,the spill canvas,20
0027b8357561f59647b1df337bd4138f7257215f,charles manson,22
0027b8357561f59647b1df337bd4138f7257215f,the prodigy,174
0027b8357561f59647b1df337bd4138f7257215f,jimmy eat world,24
0027b8357561f59647b1df337bd4138f7257215f,sarah mclachlan,23
0027b8357561f59647b1df337bd4138f7257215f,fleet foxes,228
0027b8357561f59647b1df337bd4138f7257215f,bruce springsteen,216
0027b8357561f59647b1df337bd4138f7257215f,jack johnson,159
0027b8357561f59647b1df337bd4138f7257215f,håkan hellström,152
0027b8357561f59647b1df337bd4138f7257215f,30 seconds to mars,142
0027b8357561f59647b1df337bd4138f7257215f,rise against,126
0027b8357561f59647b1df337bd4138f7257215f,thåström,77
0027b8357561f59647b1df337bd4138f7257215f,bob dylan,69
0027b8357561f59647b1df337bd4138f7257215f,grand theft auto,63
0027b8357561f59647b1df337bd4138f7257215f,johnny cash,525
0027b8357561f59647b1df337bd4138f7257215f,oh laura,51
0027b8357561f59647b1df337bd4138f7257215f,snorleifs,53
0027b8357561f59647b1df337bd4138f7257215f,red hot chili peppers,25
0027b8357561f59647b1df337bd4138f7257215f,nightwish,26
0027b8357561f59647b1df337bd4138f7257215f,ebba grön,26
0027b8357561f59647b1df337bd4138f7257215f,staind,25
0027b8357561f59647b1df337bd4138f7257215f,mötley crüe,31
0027b8357561f59647b1df337bd4138f7257215f,madrugada,32
0027b8357561f59647b1df337bd4138f7257215f,björn rosenström,36
0027b8357561f59647b1df337bd4138f7257215f,lars winnerbäck,42
0027b8357561f59647b1df337bd4138f7257215f,hassan,30
0027bdefcde28fe58e126906c08c58d843b77c69,andreas gross,4
0027bdefcde28fe58e126906c08c58d843b77c69,apoptygma berzerk,3
0027bdefcde28fe58e126906c08c58d843b77c69,elane,4
0027bdefcde28fe58e126906c08c58d843b77c69,illuminate,4
0027bdefcde28fe58e126906c08c58d843b77c69,kmfdm,4
0027bdefcde28fe58e126906c08c58d843b77c69,linkin park,4
0027bdefcde28fe58e126906c08c58d843b77c69,stoa,4
0027bdefcde28fe58e126906c08c58d843b77c69,untoten,4
0027bdefcde28fe58e126906c08c58d843b77c69,and one,3
0027bdefcde28fe58e126906c08c58d843b77c69,blitzkid,3
0027bdefcde28fe58e126906c08c58d843b77c69,implant,3
0027bdefcde28fe58e126906c08c58d843b77c69,covenant,3
0027bdefcde28fe58e126906c08c58d843b77c69,evils toy,3
0027bdefcde28fe58e126906c08c58d843b77c69,fixmer/mccarthy,3
0027bdefcde28fe58e126906c08c58d843b77c69,letzte instanz,3
0027bdefcde28fe58e126906c08c58d843b77c69,reaper,3
0027bdefcde28fe58e126906c08c58d843b77c69,terror punk syndicate,3
0027bdefcde28fe58e126906c08c58d843b77c69,din [a] tod,2
0027bdefcde28fe58e126906c08c58d843b77c69,leæther strip,2
0027bdefcde28fe58e126906c08c58d843b77c69,absurd minds,4
0027bdefcde28fe58e126906c08c58d843b77c69,colony 5,3
0027bdefcde28fe58e126906c08c58d843b77c69,unheilig,5
0027bdefcde28fe58e126906c08c58d843b77c69,rotersand,4
0027bdefcde28fe58e126906c08c58d843b77c69,deine lakaien,5
0027bdefcde28fe58e126906c08c58d843b77c69,destroid,5
0027bdefcde28fe58e126906c08c58d843b77c69,guano apes,43
0027bdefcde28fe58e126906c08c58d843b77c69,coronatus,28
0027bdefcde28fe58e126906c08c58d843b77c69,32crash,26
0027bdefcde28fe58e126906c08c58d843b77c69,polarkreis 18,25
0027bdefcde28fe58e126906c08c58d843b77c69,eisbrecher,20
0027bdefcde28fe58e126906c08c58d843b77c69,the eternal afflict feat. qntal,19
0027bdefcde28fe58e126906c08c58d843b77c69,asp,17
0027bdefcde28fe58e126906c08c58d843b77c69,eisenfunk,16
0027bdefcde28fe58e126906c08c58d843b77c69,sean paul,15
0027bdefcde28fe58e126906c08c58d843b77c69,rosenstolz,20
0027bdefcde28fe58e126906c08c58d843b77c69,de/vision,13
0027bdefcde28fe58e126906c08c58d843b77c69,schallfaktor,13
0027bdefcde28fe58e126906c08c58d843b77c69,böhse onkelz,12
0027bdefcde28fe58e126906c08c58d843b77c69,kirlian camera,10
0027bdefcde28fe58e126906c08c58d843b77c69,client,8
0027bdefcde28fe58e126906c08c58d843b77c69,faderhead,7
0027bdefcde28fe58e126906c08c58d843b77c69,das ich,6
0027bdefcde28fe58e126906c08c58d843b77c69,ashbury heights,5
0027bdefcde28fe58e126906c08c58d843b77c69,koЯn,14
0027bdefcde28fe58e126906c08c58d843b77c69,assemblage 23,5
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,terror 2000,101
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,nile,102
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,dark tranquillity,103
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,abigail williams,108
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,defleshed,109
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,joe satriani,116
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,dark funeral,112
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,amon amarth,113
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,jig-ai,116
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,children of bodom,99
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,hypnosia,111
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,cradle of filth,98
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,incubus,77
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,porcupine tree,95
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,cryptopsy,94
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,iron maiden,94
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,gates of ishtar,91
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,inveracity,88
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,hate eternal,87
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,metallica,87
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,infected mushroom,82
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,dethklok,117
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,dimmu borgir,68
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,emperor,68
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,old mans child,97
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,hate,119
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,emeth,77
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,the amenta,121
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,megadeth,120
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,behemoth,473
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,deathchain,448
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,legion of the damned,357
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,ensiferum,262
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,kalmah,257
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,amorphis,249
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,norther,246
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,deicide,233
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,satyricon,232
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,katatonia,223
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,prostitute disfigurement,203
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,cannibal corpse,758
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,lamb of god,194
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,anaal nathrakh,201
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,arch enemy,137
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,vesania,145
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,splattered entrails,145
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,krisiun,152
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,absu,122
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,vader,170
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,slayer,182
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,gorgasm,184
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,necrophagist,192
0027d656fdcd82db423e1c7bd0d93a8c8b4abe36,benighted,162
0027e1561f0f00b53e176567b08dc84f387197df,basement jaxx,4
0027e1561f0f00b53e176567b08dc84f387197df,mylo,5
0027e1561f0f00b53e176567b08dc84f387197df,röyksopp,5
0027e1561f0f00b53e176567b08dc84f387197df,sigur rós,5
0027e1561f0f00b53e176567b08dc84f387197df,the mfa,5
0027e1561f0f00b53e176567b08dc84f387197df,thomas bangalter,5
0027e1561f0f00b53e176567b08dc84f387197df,tiësto,5
0027e1561f0f00b53e176567b08dc84f387197df,vitalic,5
0027e1561f0f00b53e176567b08dc84f387197df,amos lee,4
0027e1561f0f00b53e176567b08dc84f387197df,bt,4
0027e1561f0f00b53e176567b08dc84f387197df,ida corr vs. fedde le grand,4
0027e1561f0f00b53e176567b08dc84f387197df,dave matthews band,4
0027e1561f0f00b53e176567b08dc84f387197df,enter shikari,4
0027e1561f0f00b53e176567b08dc84f387197df,g. love & special sauce,4
0027e1561f0f00b53e176567b08dc84f387197df,golden boy with miss kittin,4
0027e1561f0f00b53e176567b08dc84f387197df,klaxons,4
0027e1561f0f00b53e176567b08dc84f387197df,kt tunstall,4
0027e1561f0f00b53e176567b08dc84f387197df,lcd soundsystem,4
0027e1561f0f00b53e176567b08dc84f387197df,nena,4
0027e1561f0f00b53e176567b08dc84f387197df,surkin,4
0027e1561f0f00b53e176567b08dc84f387197df,teenage bad girl,4
0027e1561f0f00b53e176567b08dc84f387197df,cascada,4
0027e1561f0f00b53e176567b08dc84f387197df,mylène farmer,5
0027e1561f0f00b53e176567b08dc84f387197df,kavinsky,5
0027e1561f0f00b53e176567b08dc84f387197df,juno reactor,5
0027e1561f0f00b53e176567b08dc84f387197df,mr. oizo,5
0027e1561f0f00b53e176567b08dc84f387197df,daft punk,9
0027e1561f0f00b53e176567b08dc84f387197df,felix da housecat,8
0027e1561f0f00b53e176567b08dc84f387197df,jamiroquai,8
0027e1561f0f00b53e176567b08dc84f387197df,paul van dyk,8
0027e1561f0f00b53e176567b08dc84f387197df,infected mushroom,7
0027e1561f0f00b53e176567b08dc84f387197df,chicane,6
0027e1561f0f00b53e176567b08dc84f387197df,digitalism,6
0027e1561f0f00b53e176567b08dc84f387197df,fatboy slim,6
0027e1561f0f00b53e176567b08dc84f387197df,jack johnson,6
0027e1561f0f00b53e176567b08dc84f387197df,john mayer,7
0027e1561f0f00b53e176567b08dc84f387197df,the chemical brothers,6
0027e1561f0f00b53e176567b08dc84f387197df,ben harper & the innocent criminals,5
0027e1561f0f00b53e176567b08dc84f387197df,bolz bolz,5
0027e1561f0f00b53e176567b08dc84f387197df,boris brejcha,5
0027e1561f0f00b53e176567b08dc84f387197df,david guetta,5
0027e1561f0f00b53e176567b08dc84f387197df,delerium,5
0027e1561f0f00b53e176567b08dc84f387197df,dispatch,5
0027e1561f0f00b53e176567b08dc84f387197df,donavon frankenreiter,5
0027e1561f0f00b53e176567b08dc84f387197df,sebastian,6
0027e1561f0f00b53e176567b08dc84f387197df,feadz,5
0027e5c1f880965e1aabd56609fd88c21f326e6e,gogol bordello,37
0027e5c1f880965e1aabd56609fd88c21f326e6e,led zeppelin,39
0027e5c1f880965e1aabd56609fd88c21f326e6e,the capitols,41
0027e5c1f880965e1aabd56609fd88c21f326e6e,children of bodom,42
0027e5c1f880965e1aabd56609fd88c21f326e6e,the kinks,51
0027e5c1f880965e1aabd56609fd88c21f326e6e,deep purple,46
0027e5c1f880965e1aabd56609fd88c21f326e6e,faith no more,48
0027e5c1f880965e1aabd56609fd88c21f326e6e,iron maiden,37
0027e5c1f880965e1aabd56609fd88c21f326e6e,black sabbath,42
0027e5c1f880965e1aabd56609fd88c21f326e6e,the cure,36
0027e5c1f880965e1aabd56609fd88c21f326e6e,the damned,31
0027e5c1f880965e1aabd56609fd88c21f326e6e,ten years after,35
0027e5c1f880965e1aabd56609fd88c21f326e6e,ennio morricone,34
0027e5c1f880965e1aabd56609fd88c21f326e6e,jimi hendrix,33
0027e5c1f880965e1aabd56609fd88c21f326e6e,pedro abrunhosa,33
0027e5c1f880965e1aabd56609fd88c21f326e6e,run-d.m.c.,32
0027e5c1f880965e1aabd56609fd88c21f326e6e,cavalera conspiracy,31
0027e5c1f880965e1aabd56609fd88c21f326e6e,lynyrd skynyrd,31
0027e5c1f880965e1aabd56609fd88c21f326e6e,mata ratos,31
0027e5c1f880965e1aabd56609fd88c21f326e6e,minor threat,31
0027e5c1f880965e1aabd56609fd88c21f326e6e,ratos de porão,51
0027e5c1f880965e1aabd56609fd88c21f326e6e,jimmy cliff,35
0027e5c1f880965e1aabd56609fd88c21f326e6e,prince,55
0027e5c1f880965e1aabd56609fd88c21f326e6e,motörhead,246
0027e5c1f880965e1aabd56609fd88c21f326e6e,metallica,56
0027e5c1f880965e1aabd56609fd88c21f326e6e,dead kennedys,771
0027e5c1f880965e1aabd56609fd88c21f326e6e,the specials,626
0027e5c1f880965e1aabd56609fd88c21f326e6e,madness,501
0027e5c1f880965e1aabd56609fd88c21f326e6e,the clash,283
0027e5c1f880965e1aabd56609fd88c21f326e6e,megadeth,253
0027e5c1f880965e1aabd56609fd88c21f326e6e,kalashnikov,55
0027e5c1f880965e1aabd56609fd88c21f326e6e,creedence clearwater revival,239
0027e5c1f880965e1aabd56609fd88c21f326e6e,dexys midnight runners,232
0027e5c1f880965e1aabd56609fd88c21f326e6e,circle jerks,151
0027e5c1f880965e1aabd56609fd88c21f326e6e,ena pá 2000,111
0027e5c1f880965e1aabd56609fd88c21f326e6e,napalm death,245
0027e5c1f880965e1aabd56609fd88c21f326e6e,curtis mayfield,98
0027e5c1f880965e1aabd56609fd88c21f326e6e,rage against the machine,110
0027e5c1f880965e1aabd56609fd88c21f326e6e,johnny cash,58
0027e5c1f880965e1aabd56609fd88c21f326e6e,sly & the family stone,60
0027e5c1f880965e1aabd56609fd88c21f326e6e,james brown,61
0027e5c1f880965e1aabd56609fd88c21f326e6e,sepultura,71
0027e5c1f880965e1aabd56609fd88c21f326e6e,rancid,57
0027e5c1f880965e1aabd56609fd88c21f326e6e,humble pie,74
0027e5c1f880965e1aabd56609fd88c21f326e6e,black flag,83
0027e5c1f880965e1aabd56609fd88c21f326e6e,devildriver,92
0027e5c1f880965e1aabd56609fd88c21f326e6e,venom,74
00285441919bf128f353a3fe622d3cd7ecca3372,raphael saadiq,15
00285441919bf128f353a3fe622d3cd7ecca3372,the walkmen,19
00285441919bf128f353a3fe622d3cd7ecca3372,slayer,18
00285441919bf128f353a3fe622d3cd7ecca3372,priestess,17
00285441919bf128f353a3fe622d3cd7ecca3372,a tribe called quest,16
00285441919bf128f353a3fe622d3cd7ecca3372,thelonious monk,16
00285441919bf128f353a3fe622d3cd7ecca3372,the prodigy,16
00285441919bf128f353a3fe622d3cd7ecca3372,tv on the radio,16
00285441919bf128f353a3fe622d3cd7ecca3372,britney spears,15
00285441919bf128f353a3fe622d3cd7ecca3372,britta persson,15
00285441919bf128f353a3fe622d3cd7ecca3372,aloha,14
00285441919bf128f353a3fe622d3cd7ecca3372,phantom planet,11
00285441919bf128f353a3fe622d3cd7ecca3372,clipse,14
00285441919bf128f353a3fe622d3cd7ecca3372,the beta band,14
00285441919bf128f353a3fe622d3cd7ecca3372,clap your hands say yeah,13
00285441919bf128f353a3fe622d3cd7ecca3372,the raconteurs,13
00285441919bf128f353a3fe622d3cd7ecca3372,modest mouse,12
00285441919bf128f353a3fe622d3cd7ecca3372,npr,12
00285441919bf128f353a3fe622d3cd7ecca3372,primus,12
00285441919bf128f353a3fe622d3cd7ecca3372,the national,12
00285441919bf128f353a3fe622d3cd7ecca3372,the shins,12
00285441919bf128f353a3fe622d3cd7ecca3372,ra ra riot,19
00285441919bf128f353a3fe622d3cd7ecca3372,amos lee,14
00285441919bf128f353a3fe622d3cd7ecca3372,cake,19
00285441919bf128f353a3fe622d3cd7ecca3372,portishead,18
00285441919bf128f353a3fe622d3cd7ecca3372,desert sessions,21
00285441919bf128f353a3fe622d3cd7ecca3372,spoon,21
00285441919bf128f353a3fe622d3cd7ecca3372,kings of leon,184
00285441919bf128f353a3fe622d3cd7ecca3372,beck,99
00285441919bf128f353a3fe622d3cd7ecca3372,queens of the stone age,84
00285441919bf128f353a3fe622d3cd7ecca3372,hot chip,74
00285441919bf128f353a3fe622d3cd7ecca3372,metallica,73
00285441919bf128f353a3fe622d3cd7ecca3372,adele,60
00285441919bf128f353a3fe622d3cd7ecca3372,cold war kids,56
00285441919bf128f353a3fe622d3cd7ecca3372,radiohead,55
00285441919bf128f353a3fe622d3cd7ecca3372,death cab for cutie,53
00285441919bf128f353a3fe622d3cd7ecca3372,arcade fire,52
00285441919bf128f353a3fe622d3cd7ecca3372,n*e*r*d,62
00285441919bf128f353a3fe622d3cd7ecca3372,neko case,39
00285441919bf128f353a3fe622d3cd7ecca3372,nine inch nails,37
00285441919bf128f353a3fe622d3cd7ecca3372,probot,34
00285441919bf128f353a3fe622d3cd7ecca3372,santogold,30
00285441919bf128f353a3fe622d3cd7ecca3372,ghostface,29
00285441919bf128f353a3fe622d3cd7ecca3372,mc frontalot,28
00285441919bf128f353a3fe622d3cd7ecca3372,sufjan stevens,27
00285441919bf128f353a3fe622d3cd7ecca3372,the kills,27
00285441919bf128f353a3fe622d3cd7ecca3372,the duke spirit,22
00285441919bf128f353a3fe622d3cd7ecca3372,the clash,52
00285441919bf128f353a3fe622d3cd7ecca3372,tokyo police club,22
002862672d601bb6cca0f4f547174bbd9a1d1e44,saalschutz,127
002862672d601bb6cca0f4f547174bbd9a1d1e44,art brut,127
002862672d601bb6cca0f4f547174bbd9a1d1e44,gorillaz,133
002862672d601bb6cca0f4f547174bbd9a1d1e44,simian mobile disco,134
002862672d601bb6cca0f4f547174bbd9a1d1e44,justice,140
002862672d601bb6cca0f4f547174bbd9a1d1e44,flobots,156
002862672d601bb6cca0f4f547174bbd9a1d1e44,the virgins,144
002862672d601bb6cca0f4f547174bbd9a1d1e44,hot club de paris,145
002862672d601bb6cca0f4f547174bbd9a1d1e44,the plane is on fire,152
002862672d601bb6cca0f4f547174bbd9a1d1e44,yeah yeah yeahs,161
002862672d601bb6cca0f4f547174bbd9a1d1e44,anti-flag,126
002862672d601bb6cca0f4f547174bbd9a1d1e44,public enemy,142
002862672d601bb6cca0f4f547174bbd9a1d1e44,arctic monkeys,124
002862672d601bb6cca0f4f547174bbd9a1d1e44,friendly fires,107
002862672d601bb6cca0f4f547174bbd9a1d1e44,the prodigy,121
002862672d601bb6cca0f4f547174bbd9a1d1e44,fotos,120
002862672d601bb6cca0f4f547174bbd9a1d1e44,the sonic boom foundation,103
002862672d601bb6cca0f4f547174bbd9a1d1e44,tool,119
002862672d601bb6cca0f4f547174bbd9a1d1e44,the whip,117
002862672d601bb6cca0f4f547174bbd9a1d1e44,clueso,114
002862672d601bb6cca0f4f547174bbd9a1d1e44,flogging molly,111
002862672d601bb6cca0f4f547174bbd9a1d1e44,peaches,110
002862672d601bb6cca0f4f547174bbd9a1d1e44,boys noize,108
002862672d601bb6cca0f4f547174bbd9a1d1e44,mgmt,108
002862672d601bb6cca0f4f547174bbd9a1d1e44,fettes brot,106
002862672d601bb6cca0f4f547174bbd9a1d1e44,the go! team,105
002862672d601bb6cca0f4f547174bbd9a1d1e44,bonaparte,164
002862672d601bb6cca0f4f547174bbd9a1d1e44,der tante renate,122
002862672d601bb6cca0f4f547174bbd9a1d1e44,hadouken!,165
002862672d601bb6cca0f4f547174bbd9a1d1e44,test icicles,119
002862672d601bb6cca0f4f547174bbd9a1d1e44,bang! bang! eche!,166
002862672d601bb6cca0f4f547174bbd9a1d1e44,jan delay,166
002862672d601bb6cca0f4f547174bbd9a1d1e44,bloc party,465
002862672d601bb6cca0f4f547174bbd9a1d1e44,beastie boys,463
002862672d601bb6cca0f4f547174bbd9a1d1e44,the faint,453
002862672d601bb6cca0f4f547174bbd9a1d1e44,deichkind,343
